state,year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Median AQI,Avg_Temp,Total_Sightings
Alabama,2011,4722,2800,1840,75,7,0,0,111.8947368,46.84210526,18.79571391,104
Alabama,2012,4481,2941,1476,60,4,0,0,110.8235294,44.05882353,10.56729751,123
Alabama,2013,4692,3470,1219,3,0,0,0,86.77777778,41.27777778,16.84536496,55
Alabama,2014,4688,3385,1287,16,0,0,0,93.77777778,41.77777778,62.96085872,201
Alabama,2015,5171,3047,2102,19,3,0,0,106.7777778,44.94444444,65.13476517,162
Alabama,2016,4996,3172,1795,24,5,0,0,113.0555556,44.27777778,68.8312324,248
Alabama,2017,5156,3444,1696,14,1,1,0,106.8888889,42.88888889,66.84438841,306
Alabama,2018,5008,3364,1635,7,2,0,0,99.11764706,41.41176471,65.79294732,553
Alabama,2019,4934,3247,1670,17,0,0,0,89.88235294,43.47058824,67.28228635,665
Alabama,2020,4334,3025,1304,5,0,0,0,86.33333333,39.6,66.6021172,237
Alabama,2021,4422,3063,1349,8,2,0,0,92.73333333,40.53333333,58.22178325,1007
Alabama,2022,4526,3179,1343,4,0,0,0,90.6,40.73333333,65.39028831,530
Alabama,2023,4813,3028,1756,24,3,2,0,111.2,44.4,62.42555844,567
Alabama,2024,1327,1017,308,2,0,0,0,79.85714286,37.21428571,63.72603021,33
Arizona,2010,4024,2535,1382,103,2,0,2,245.0769231,43.84615385,61.82345692,56
Arizona,2011,4168,2337,1566,209,27,13,16,328.1538462,46.53846154,61.48877347,84
Arizona,2012,4373,2427,1678,244,16,4,4,171.9230769,47.15384615,65.22008797,305
Arizona,2013,4506,2743,1584,142,24,8,5,244.5384615,45.07692308,63.66959292,404
Arizona,2014,4645,2865,1598,140,23,7,12,211.0769231,44.61538462,65.1696919,105
Arizona,2015,4670,3220,1338,98,3,1,10,178.1538462,41.38461538,64.51272454,230
Arizona,2016,4728,3103,1511,103,6,3,2,237.3846154,44.07692308,65.16892474,810
Arizona,2017,4706,2891,1647,149,16,2,1,148.9230769,45.30769231,64.42876025,146
Arizona,2018,4733,2969,1587,150,13,6,8,206.7692308,44.46153846,63.82647257,101
Arizona,2019,4727,3190,1442,83,2,3,7,166.1538462,43.07692308,62.08667,193
Arizona,2020,4707,3039,1343,168,78,76,3,244.3076923,48.53846154,64.65579187,112
Arizona,2021,4695,2856,1524,170,71,73,1,163.4615385,50.38461538,64.10307668,675
Arizona,2022,4720,3150,1393,144,22,8,3,172,43.61538462,62.48403903,289
Arizona,2023,4723,3040,1527,133,19,2,2,205.3846154,43.84615385,63.30584952,205
Arizona,2024,2351,1558,733,56,2,2,0,122.6923077,40,62.29335989,245
Arkansas,2010,3540,1930,1570,38,2,0,0,101.1764706,49.52941176,61.39483531,28
Arkansas,2011,3438,1874,1509,53,2,0,0,99.47058824,49,62.31386022,155
Arkansas,2012,2899,1700,1145,50,4,0,0,105.2142857,48,64.84482162,128
Arkansas,2013,2718,1858,855,5,0,0,0,93.90909091,44.09090909,62.25180097,165
Arkansas,2014,2752,2021,728,3,0,0,0,89.18181818,42.45454545,61.84680366,308
Arkansas,2015,2731,2037,692,2,0,0,0,85.36363636,41.27272727,64.00585397,260
Arkansas,2016,2778,2094,681,2,1,0,0,85.09090909,42.45454545,63.93245271,367
Arkansas,2017,3022,1975,1045,2,0,0,0,85.90909091,44.09090909,66.57375223,355
Arkansas,2018,3120,2090,1021,9,0,0,0,95.08333333,42.83333333,64.46688417,890
Arkansas,2019,3088,2067,1019,2,0,0,0,85.30769231,43.76923077,64.09715192,738
Arkansas,2020,2768,2116,646,6,0,0,0,96.45454545,39.18181818,63.70514571,631
Arkansas,2021,2754,1897,850,7,0,0,0,90.18181818,42.63636364,68.17797226,515
Arkansas,2022,2747,1953,783,10,1,0,0,104.5454545,42.09090909,73.07554944,218
Arkansas,2023,2633,1807,809,16,1,0,0,103.8181818,43.90909091,72.6854396,150
California,2010,18571,9926,7261,1054,282,25,23,322.6415094,48.75471698,59.30192554,85
California,2011,18670,8333,8604,1314,379,20,20,506.6481481,53.31481481,58.89146099,1765
California,2012,18885,9131,7947,1396,368,21,22,304.462963,52.25925926,60.9588482,9774
California,2013,18695,8272,8908,1225,269,12,9,226.8518519,53.48148148,60.03993035,1267
California,2014,18601,8448,8556,1283,290,11,13,216.9814815,52.51851852,62.12890074,104881
California,2015,18587,8782,8391,1138,245,14,17,254.8148148,52.64814815,61.31623561,156021
California,2016,19000,9606,7867,1226,247,22,32,283.1481481,50.07407407,62.62625822,91771
California,2017,18938,8944,8225,1316,365,58,30,316,52.56603774,62.13701683,76170
California,2018,19038,8710,8512,1230,480,90,16,252.0943396,52.56603774,61.76290919,66944
California,2019,19063,11450,6742,703,141,12,15,234.3962264,46.71698113,60.89413,775
California,2020,19255,9770,7418,1152,701,149,65,331.0377358,51.8490566,62.36320945,1959
California,2021,19023,9437,7986,1069,423,67,41,305.9245283,51.22641509,62.05460184,1692
California,2022,18810,10060,7639,838,205,30,38,379.3653846,49.28846154,62.32989899,2279
California,2023,18801,10824,7059,701,167,31,19,228.3461538,47.65384615,60.84573359,5150
California,2024,4840,3315,1434,80,8,0,3,107.1914894,40.25531915,55.03324312,477
Colorado,2010,8804,6156,2475,164,9,0,0,118.9375,37.46875,50.38716028,29
Colorado,2011,9125,5918,2910,282,13,1,1,130.4375,39.6875,46.91514467,35
Colorado,2012,9058,5991,2670,369,27,1,0,126.0645161,41.09677419,51.20366749,8
Colorado,2013,9133,6310,2592,209,18,3,1,167.1666667,40.36666667,47.70067642,35
Colorado,2014,9068,6861,2114,85,7,1,0,105.1666667,37.23333333,48.97166424,40
Colorado,2015,8989,6806,2074,102,5,2,0,110.0322581,36.09677419,49.13924299,207
Colorado,2016,9220,7019,2114,80,6,1,0,104.21875,36.03125,50.61013751,131
Colorado,2017,9371,6656,2605,107,3,0,0,99.96875,37.4375,50.81536035,109
Colorado,2018,9701,6324,3085,263,25,4,0,129.8484848,40.27272727,50.39274403,162
Colorado,2019,8753,6118,2565,68,2,0,0,98.29032258,38.09677419,48.21204118,63
Colorado,2020,8873,6144,2522,185,21,1,0,124.0322581,38.25806452,51.48281068,283
Colorado,2021,9122,5968,2712,401,40,0,1,144.6129032,39.70967742,52.43149622,251
Colorado,2022,9323,6708,2473,136,4,1,1,122.9354839,39.22580645,49.00415774,191
Colorado,2023,9406,6270,3030,92,13,1,0,122.0666667,41.46666667,49.29710132,222
Colorado,2024,3827,3111,710,6,0,0,0,83.19230769,37.34615385,46.87701696,36
Connecticut,2010,2509,1733,682,85,9,0,0,152.625,41.875,51.46290654,37
Connecticut,2011,2251,1622,562,47,20,0,0,164,41.5,31.94754001,123
Connecticut,2012,2519,1458,932,103,26,0,0,170.25,46.625,53.34335937,176
Connecticut,2013,2520,1325,1116,64,15,0,0,156.75,47.875,51.35343104,62
Connecticut,2014,2529,1572,901,53,3,0,0,132.25,45.125,50.30833439,166
Connecticut,2015,2541,1638,809,84,10,0,0,149.5,44.5,51.25137951,173
Connecticut,2016,2529,1756,689,68,16,0,0,164.625,42.875,53.11576402,290
Connecticut,2017,2581,1964,561,45,11,0,0,151.5,40.625,52.34531615,844
Connecticut,2018,2552,1935,552,56,9,0,0,144,39.875,52.13152384,400
Connecticut,2019,2601,2029,512,54,6,0,0,131.625,41.125,54.00898187,996
Connecticut,2020,2595,1975,588,28,4,0,0,124.75,41,53.3925137,472
Connecticut,2021,2589,1941,589,50,9,0,0,142.875,40.375,53.1538281,1276
Connecticut,2022,2600,2009,543,46,2,0,0,125.375,40.5,52.5343707,897
Connecticut,2023,2602,1872,665,43,20,2,0,171.625,41.625,53.39064557,268
Connecticut,2024,665,596,69,0,0,0,0,60.875,37.25,37.18130376,179
Delaware,2011,1095,649,407,32,7,0,0,177,46.33333333,63.43527391,52
Delaware,2012,1074,605,410,49,10,0,0,177.6666667,46.66666667,58.2092205,3
Delaware,2013,1087,625,451,11,0,0,0,123,47,56.29761804,56
Delaware,2014,1094,569,512,12,1,0,0,122,49.66666667,53.83470911,35
Delaware,2015,1095,646,436,12,1,0,0,129,47,55.52683999,553
Delaware,2016,1096,704,377,14,1,0,0,139.6666667,45.66666667,57.79832273,927
Delaware,2017,1091,702,377,12,0,0,0,122.3333333,45.33333333,57.54675288,85
Delaware,2018,1095,735,348,12,0,0,0,141,44,56.79938405,239
Delaware,2019,1095,706,386,3,0,0,0,104.6666667,45,57.4052264,137
Delaware,2020,1094,813,279,2,0,0,0,90.66666667,42.33333333,58.2129795,85
Delaware,2021,1090,732,352,6,0,0,0,117.3333333,43.33333333,57.89741247,38
Delaware,2022,1094,759,335,0,0,0,0,88,44.33333333,56.09344855,82
Delaware,2023,1078,593,461,14,6,4,0,230.6666667,48.33333333,58.99531259,49
Florida,2010,12835,7626,5134,69,6,0,0,112.4054054,45.62162162,70.99230015,137
Florida,2011,13218,8576,4509,126,7,0,0,117.0789474,43.73684211,74.77102008,773
Florida,2012,13413,9628,3720,58,7,0,0,113.2368421,41.52631579,73.00854717,607
Florida,2013,13353,10130,3194,28,0,1,0,100.5789474,39.63157895,72.42352004,254
Florida,2014,13561,9870,3655,34,2,0,0,101.2564103,40.79487179,67.78362739,525
Florida,2015,13769,10752,3011,6,0,0,0,85.23076923,38.84615385,73.83219218,718
Florida,2016,13817,10447,3353,14,3,0,0,95.97435897,41.25641026,71.40484307,709
Florida,2017,13787,10053,3693,41,0,0,0,106.1025641,41.41025641,73.11030223,2173
Florida,2018,13765,10643,3089,31,2,0,0,101.6923077,39.35897436,72.8877921,1065
Florida,2019,13653,10569,3065,19,0,0,0,93.1025641,40,74.15016476,912
Florida,2020,13736,10334,3375,21,6,0,0,100.6153846,40.58974359,72.60726744,1049
Florida,2021,13755,10325,3425,5,0,0,0,84.94736842,40.92105263,73.27931236,3321
Florida,2022,13363,10068,3288,7,0,0,0,91.57894737,41.13157895,72.41894216,1874
Florida,2023,13617,9912,3674,28,3,0,0,103.1842105,41.94736842,74.21672292,952
Florida,2024,4355,3267,1076,9,3,0,0,87.86842105,42.10526316,71.70964589,1052
Georgia,2010,9430,4083,5212,118,16,1,0,133.15625,51.34375,61.53775619,96
Georgia,2011,9366,4063,5040,249,14,0,0,128.96875,51.5625,62.30607609,5366
Georgia,2012,9399,4666,4610,103,19,1,0,125.96875,49.125,63.122566,411
Georgia,2013,9511,5798,3685,27,1,0,0,98.375,45.09375,60.32631517,149
Georgia,2014,9389,5029,4316,43,1,0,0,104.125,47.78125,60.43239162,405
Georgia,2015,9422,5845,3541,31,4,1,0,107.53125,44.25,63.89173003,314
Georgia,2016,9129,5739,3283,92,15,0,0,130.21875,44.5,63.93974342,454
Georgia,2017,8515,5643,2853,16,2,0,1,107.516129,43.25806452,59.18457164,748
Georgia,2018,8275,5704,2549,22,0,0,0,95.62068966,40.62068966,64.55549034,873
Georgia,2019,8511,5308,3158,42,3,0,0,106.0689655,44.55172414,65.62219886,1281
Georgia,2020,8457,6241,2201,15,0,0,0,95.51724138,39.06896552,63.9059999,566
Georgia,2021,8670,5715,2917,37,1,0,0,101.137931,42.65517241,64.24227722,1695
Georgia,2022,8827,5857,2946,22,2,0,0,103.3448276,42.37931034,64.67109163,995
Georgia,2023,8971,5341,3539,84,7,0,0,125.7931034,45.62068966,64.63796563,632
Georgia,2024,4364,2859,1480,24,1,0,0,103.0714286,44.10714286,65.34642273,128
Hawaii,2011,1324,827,496,1,0,0,0,78.75,38.25,67.46316278,1
Hawaii,2012,1446,875,569,0,2,0,0,97.5,43.75,67.28957247,1
Hawaii,2013,1457,944,513,0,0,0,0,76,38.5,68.16793186,1
Hawaii,2014,1399,1011,384,3,1,0,0,127.5,35.5,69.00046524,2
Hawaii,2015,1457,953,504,0,0,0,0,75.25,38,69.83382346,2
Hawaii,2016,1456,1008,442,6,0,0,0,92.5,35.75,69.684874,23
Hawaii,2017,1453,1107,346,0,0,0,0,78.25,33.25,69.29773245,4
Hawaii,2019,1455,1417,34,3,1,0,0,96,21.25,69.81111281,22
Hawaii,2021,1457,1425,32,0,0,0,0,58.25,23.25,68.11727117,6
Hawaii,2022,1181,1131,50,0,0,0,0,56,24,62.04541542,129
Hawaii,2023,1077,1017,58,1,1,0,0,113.3333333,24.66666667,57.69691041,4
Idaho,2010,4634,3531,1054,46,3,0,0,100.1764706,32.35294118,47.99960566,1
Idaho,2011,5045,4183,816,40,6,0,0,94.875,29.5625,47.04149294,3
Idaho,2012,4786,3592,1086,50,39,19,0,172.2857143,29.92857143,48.93260722,9
Idaho,2013,3602,2653,861,68,20,0,0,126.5384615,30.46153846,47.33633698,16
Idaho,2014,3309,2549,712,44,4,0,0,116.7,31.8,46.84783144,15
Idaho,2015,5608,4130,1312,112,43,10,1,170.75,30.9,48.15395996,45
Idaho,2016,6447,4891,1483,67,6,0,0,109.7,31.35,48.99253455,69
Idaho,2017,6683,4509,1914,173,58,26,3,219.5,35.8,47.51803026,33
Idaho,2018,6850,4892,1842,96,18,2,0,154.15,33.7,48.76651643,22
Idaho,2019,6911,5478,1408,22,3,0,0,92.5,30.55,46.73285329,20
Idaho,2020,6846,5069,1618,73,57,23,6,242.05,32.15,47.25922534,21
Idaho,2021,6619,4489,1928,147,52,3,0,164.9473684,36.68421053,50.30132552,21
Idaho,2022,6619,4718,1779,74,43,5,0,166.1052632,34.36842105,46.22659779,90
Idaho,2023,6575,5037,1473,22,10,2,31,151,33.36842105,48.30552769,41
Idaho,2024,1746,1432,304,7,3,0,0,85.38888889,29.55555556,44.33962409,25
Illinois,2010,8191,5448,2630,110,3,0,0,110.8,42.44,54.12433929,124
Illinois,2011,7636,5198,2320,101,17,0,0,134.5652174,42.60869565,52.80631722,495
Illinois,2012,7633,4966,2308,315,42,2,0,155.7826087,43,55.54102155,217
Illinois,2013,7361,5481,1844,35,1,0,0,103.4347826,40.86956522,51.57521325,345
Illinois,2014,7177,5203,1935,39,0,0,0,104.6086957,40.91304348,51.43578245,545
Illinois,2015,7266,5119,2121,24,2,0,0,104.5652174,42,51.81363772,1079
Illinois,2016,7353,5249,2025,77,2,0,0,115.3478261,41.43478261,56.34047097,1840
Illinois,2017,7691,5106,2525,59,1,0,0,112.7391304,44.17391304,54.76545512,1294
Illinois,2018,8055,5006,2956,83,10,0,0,124.4347826,44.86956522,52.58799686,1917
Illinois,2019,7746,4938,2776,29,3,0,0,106.0434783,45.17391304,51.35553227,3592
Illinois,2020,7787,5207,2510,62,8,0,0,118.4347826,43.39130435,54.20212663,968
Illinois,2021,7893,4721,3113,57,2,0,0,111.6956522,45.95652174,55.51818986,2681
Illinois,2022,7804,5018,2737,47,2,0,0,113.1304348,44.2173913,52.42931347,1414
Illinois,2023,7907,4387,3152,312,42,14,0,196.0434783,47.65217391,49.97584282,1475
Illinois,2024,3874,2874,987,12,1,0,0,103.3043478,42.82608696,58.28170053,694
Indiana,2010,9150,4284,4710,154,2,0,0,113.3421053,50.84210526,52.44052875,45
Indiana,2011,9166,4547,4401,204,14,0,0,127.972973,49.62162162,53.47865417,185
Indiana,2012,9089,4265,4411,374,33,6,0,143.4166667,49.5,54.5316479,68
Indiana,2013,9411,5365,4015,29,2,0,0,102.3333333,46.91666667,51.48146625,123
Indiana,2014,10127,5647,4405,72,2,1,0,111.5641026,46.87179487,50.6606279,411
Indiana,2015,10336,6320,3964,46,6,0,0,108.2051282,44.76923077,53.95542708,698
Indiana,2016,10029,6619,3306,102,1,1,0,114.6216216,42.62162162,55.16956978,775
Indiana,2017,11148,7917,3175,55,1,0,0,100.5263158,42.47368421,54.64285912,790
Indiana,2018,12401,9014,3270,113,4,0,0,115.8108108,40.56756757,52.96182647,2174
Indiana,2019,12369,9210,3139,20,0,0,0,90.05405405,40.83783784,52.86330993,3369
Indiana,2020,11261,8403,2811,42,5,0,0,104.9411765,40.23529412,53.70435755,759
Indiana,2021,11240,7928,3278,33,1,0,0,102.030303,41.57575758,55.49804816,1565
Indiana,2022,11156,8359,2737,58,1,1,0,111.0606061,40.63636364,53.00608493,1011
Indiana,2023,11543,7729,3543,233,28,10,0,174.1212121,43.72727273,56.77440748,610
Indiana,2024,5744,4383,1350,9,2,0,0,92.33333333,40.78787879,53.14041636,291
Iowa,2009,5236,3246,1959,30,1,0,0,106.5,42.3,48.25704069,3
Iowa,2010,5332,2912,2355,62,3,0,0,107.75,44.1,49.35948155,48
Iowa,2011,5353,2810,2539,4,0,0,0,95.45,47.5,54.04835108,1506
Iowa,2012,5334,2649,2623,61,1,0,0,107.3157895,48.42105263,54.35071839,133
Iowa,2013,5309,2907,2380,22,0,0,0,101.4736842,46.78947368,48.4206616,217
Iowa,2014,5319,2987,2312,20,0,0,0,100.5789474,44.89473684,47.26126931,277
Iowa,2015,5338,3210,2117,9,2,0,0,105.3684211,43.68421053,51.07065826,528
Iowa,2016,5362,3348,2003,9,2,0,0,98.68421053,41.42105263,52.12719656,794
Iowa,2017,4882,2750,2129,3,0,0,0,86.33333333,43.05555556,51.95737958,681
Iowa,2018,4613,2578,2018,17,0,0,0,97.5625,45,50.2274091,1042
Iowa,2019,4610,3131,1477,2,0,0,0,86.25,40.4375,49.56501659,1744
Iowa,2020,4586,3197,1381,5,3,0,0,99.5,40.3125,51.60154242,295
Iowa,2021,4576,2765,1794,14,3,0,0,107.375,44,56.5998662,427
Iowa,2022,4583,3190,1390,3,0,0,0,85.0625,40.75,49.88689648,382
Iowa,2023,4468,2267,2049,117,30,5,0,167.4375,46.75,53.04313834,376
Iowa,2024,2639,1875,763,1,0,0,0,84.5,43,57.01296974,745
Kansas,2015,3420,2784,631,5,0,0,0,97.18181818,33.72727273,59.64187866,1035
Kansas,2016,3461,2947,509,4,1,0,0,104.7272727,33.90909091,62.32737298,853
Kansas,2017,3624,2908,713,2,1,0,0,94.45454545,34.81818182,59.10845853,1115
Kansas,2018,3728,2864,859,4,1,0,0,105.1818182,35.72727273,57.3110952,1227
Kansas,2019,3693,2968,721,3,1,0,0,100.8181818,34.27272727,56.55737756,2026
Kansas,2020,3652,2737,895,18,2,0,0,110.0909091,35,57.86758037,1550
Kansas,2021,3694,2453,1207,31,1,1,1,155.5454545,39.54545455,57.14506398,10838
Kansas,2022,3738,2601,1118,16,2,0,1,145.9090909,38.72727273,55.46758148,747
Kansas,2023,3676,2308,1305,51,12,0,0,142,40.72727273,57.44581036,503
Kansas,2024,880,723,154,2,1,0,0,84.6,34.7,56.76081433,1262
Kentucky,2010,9089,5168,3747,170,4,0,0,116.625,47.1875,56.09343376,38
Kentucky,2011,8712,5300,3264,135,13,0,0,124.9,45.7,58.13883657,93
Kentucky,2012,8570,5174,3044,312,36,4,0,151.1034483,45.17241379,59.73813352,80
Kentucky,2013,8621,6260,2345,16,0,0,0,93.5862069,41.44827586,55.08650636,100
Kentucky,2014,8568,6061,2492,14,1,0,0,96.03448276,41.79310345,56.02428737,171
Kentucky,2015,8458,6011,2399,44,4,0,0,101.9285714,42.60714286,57.69020526,392
Kentucky,2016,8576,5807,2721,44,4,0,0,112.0357143,43.57142857,59.107797,407
Kentucky,2017,8524,6058,2456,10,0,0,0,91.57142857,43.32142857,58.73834116,316
Kentucky,2018,8314,5965,2330,16,3,0,0,101.0740741,41.74074074,56.98998116,1066
Kentucky,2019,8172,6284,1883,5,0,0,0,82.07407407,42.62962963,58.31975852,710
Kentucky,2020,8185,6767,1407,11,0,0,0,87.03846154,38.42307692,57.95781254,1104
Kentucky,2021,8335,6140,2174,20,1,0,0,99.61538462,41.46153846,58.69900385,566
Kentucky,2022,8170,6120,2029,19,2,0,0,97.42307692,41.88461538,56.62259492,141
Kentucky,2023,7965,5574,2282,98,11,0,0,134.72,43.92,58.82725658,125
Kentucky,2024,1896,1619,276,1,0,0,0,63.625,37.41666667,51.65002802,72
Louisiana,2009,7356,4781,2480,85,10,0,0,127.9565217,43.65217391,67.96581209,6
Louisiana,2010,7385,4030,3181,166,8,0,0,128.3043478,47.34782609,68.24235648,46
Louisiana,2011,7443,4058,3172,196,17,0,0,137.7727273,47.31818182,67.60630615,1685
Louisiana,2012,7459,4308,3060,87,4,0,0,124.6818182,45.95454545,68.77493258,247
Louisiana,2013,7495,4898,2558,36,3,0,0,114.6363636,43.40909091,66.85685884,59
Louisiana,2014,7373,4659,2660,52,2,0,0,114.0909091,43.72727273,64.94495173,110
Louisiana,2015,6934,4630,2264,37,3,0,0,108.4545455,41.5,68.87944431,10344
Louisiana,2016,7241,5124,2096,21,0,0,0,97.86363636,41.86363636,66.84990871,413
Louisiana,2017,7233,5198,2010,25,0,0,0,103.9545455,41,70.83123589,208
Louisiana,2018,7259,5192,2028,38,1,0,0,104.1363636,39.90909091,69.43906409,266
Louisiana,2019,7229,5159,2057,13,0,0,0,92.31818182,40.68181818,69.69408135,210
Louisiana,2020,7212,5524,1671,17,0,0,0,100.5454545,38.27272727,70.35101203,184
Louisiana,2021,7108,5355,1737,13,3,0,0,99.90909091,39.31818182,71.7129033,716
